,Код,Наименование,Рекомендованная цена
4679,SSY1-WH15A-1CUPP13,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ для «1С:УПП 1.3» 1.3.92.1 и выше до 1.3.x.x на 1 (один) год",2710
4680,SSY1-WH15A-1CUT103,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ для «1С:УТ 10.3» 10.3.32.1 и выше до 10.3.x.x на 1 (один) год",2710
4681,SSY1-WH15A-1CUTBEL3,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ для «1С:УТ для Беларуси» 3.3.4.101 и выше до 3.x.x.x на 1 (один) год",2710
4682,SSY1-WH15A-1CUTKZ3,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ для «1С:УТ для Казахстана» 3.2.2.22 и выше до 3.x.x.x на 1 (один) год",2710
4683,SSY1-WH15A-1CUT11,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ для «1С:УТ» 11.0.7.13 и выше до 11.x.x.x на 1 (один) год",2710
4684,SSY1-WH15A-SHMTP7,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ для «Штрих-М:ТП» 7.0.28.1 и выше до 7.x.x.x на 1 (один) год",2710
4685,SSY1-WH15A-OLE,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ для OLE/COM на 1 (один) год",3110
4686,SSY1-WH15A-REST,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ для интеграции через REST API на 1 (один) год",3110
4687,SSY1-WH15A-TXT,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ для интеграции через TXT, CSV, Excel на 1 (один) год",2710
4688,SSY1-WH15AE-OLE,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ с ЕГАИС (без CheckMark2) для OLE/COM на 1 (один) год",7110
4689,SSY1-WH15AE-REST,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ с ЕГАИС (без CheckMark2) для интеграции через REST API на 1 (один) год",7110
4690,SSY1-WH15AE-TXT,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ с ЕГАИС (без CheckMark2) для интеграции через TXT, CSV, Excel на 1 (один) год",6710
4691,SSY1-WH15AE-1CERP2,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ с ЕГАИС для «1С:ERP» 2.4.12.75 и выше до 2.x.x.x на 1 (один) год",6710
4692,SSY1-WH15AE-1CBUH3,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ с ЕГАИС для «1С:БП» 3.0.75.109 и выше до 3.x.x.x на 1 (один) год",6710
4693,SSY1-WH15AE-1CKA11,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ с ЕГАИС для «1С:КА» 1.1.85.1 и выше до 1.1.x.x на 1 (один) год",6710
4694,SSY1-WH15AE-1CKA2,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ с ЕГАИС для «1С:КА» 2.4.12.75 и выше до 2.x.x.x на 1 (один) год",6710
4695,SSY1-WH15AE-1CUNF16,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ с ЕГАИС для «1С:УНФ» 1.6.21.114 и выше до 1.6.x.x на 1 (один) год",6710
4696,SSY1-WH15AE-1CUNF3,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ с ЕГАИС для «1С:УНФ» 3.0.1.175 и выше до 3.x.x.x на 1 (один) год",6710
4697,SSY1-WH15AE-1CUPP13,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ с ЕГАИС для «1С:УПП» 1.3.134.1 и выше до 1.3.x.x на 1 (один) год",6710
4698,SSY1-WH15AE-1CUT103,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ с ЕГАИС для «1С:УТ» 10.3.59.5 и выше до 10.3.x.x на 1 (один) год",6710
4699,SSY1-WH15AE-1CUT11,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ с ЕГАИС для «1С:УТ» 11.4.12.75 и выше до 11.x.x.x на 1 (один) год",6710
4700,SSY1-WH15AE-SHMTP7,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ с ЕГАИС для «Штрих-М:ТП» 7.0.28.1 и выше до 7.x.x.x на 1 (один) год",7110
4701,SSY1-WH15AET-OLE,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ с ЕГАИС И МОТП для OLE/COM на 1 (один) год",7703.29
4702,SSY1-WH15AET-REST,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ с ЕГАИС И МОТП для интеграции через REST API на 1 (один) год",7703.29
4703,SSY1-WH15AET-TXT,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ с ЕГАИС И МОТП для интеграции через TXT, CSV, Excel на 1 (один) год",7303.29
4704,SSY1-WH15AK-1CUNF16,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ с Кировкой для «1С:УНФ 1.6» 1.6.19.215 и выше до 1.6.x.x на 1 (один) год",6310
4705,SSY1-WH15AK-1CUPP13,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ с Кировкой для «1С:УПП 1.3» 1.3.134.1 и выше до 1.3.x.x на 1 (один) год",6310
4706,SSY1-WH15AK-1CUT103,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ с Кировкой для «1С:УТ 10.3» 10.3.59.5 и выше до 10.3.x.x на 1 (один) год",6310
4707,SSY1-WH15AK-OLE,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ с Кировкой для OLE/COM на 1 (один) год",6710
4708,SSY1-WH15AK-REST,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ с Кировкой для интеграции через REST API на 1 (один) год",6710
4709,SSY1-WH15AK-TXT,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ с Кировкой для интеграции через TXT, CSV, Excel на 1 (один) год",6310
4710,SSY1-WH15AL-OLE,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ с МДЛП для OLE/COM на 1 (один) год",7510
4711,SSY1-WH15AL-REST,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ с МДЛП для интеграции через REST API на 1 (один) год",7510
4712,SSY1-WH15AL-TXT,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ с МДЛП для интеграции через TXT, CSV, Excel на 1 (один) год",7110
4713,SSY1-WH15AT-1CERP2,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ с МОТП для «1С:ERP» 2.4.10.89 и выше до 2.x.x.x на 1 (один) год",6710
4714,SSY1-WH15AT-1CBUH3,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ с МОТП для «1С:БП» 3.0.75.109 и выше до 3.x.x.x на 1 (один) год",6710
4715,SSY1-WH15AT-1CKA2,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ с МОТП для «1С:КА» 2.4.10.94 и выше до 2.x.x.x на 1 (один) год",6710
4716,SSY1-WH15AT-1CUNF16,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ с МОТП для «1С:УНФ 1.6» 1.6.19.215 и выше до 1.6.x.x на 1 (один) год",6710
4717,SSY1-WH15AT-1CUNF3,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ с МОТП для «1С:УНФ» 3.0.1.175 и выше до 3.x.x.x на 1 (один) год",6710
4718,SSY1-WH15AT-1CUPP13,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ с МОТП для «1С:УПП 1.3» 1.3.134.1 и выше до 1.3.x.x на 1 (один) год",6710
4719,SSY1-WH15AT-1CUT103,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ с МОТП для «1С:УТ 10.3» 10.3.59.5 и выше до 10.3.x.x на 1 (один) год",6710
4720,SSY1-WH15AT-1CUT11,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ с МОТП для «1С:УТ» 11.4.10.89 и выше до 11.x.x.x на 1 (один) год",6710
4721,SSY1-WH15AT-SHMTP7,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ с МОТП для «Штрих-М:ТП» 7.0.28.1 и выше до 7.x.x.x на 1 (один) год",6710
4722,SSY1-WH15AT-OLE,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ с МОТП для OLE/COM на 1 (один) год",7110
4723,SSY1-WH15AT-REST,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ с МОТП для интеграции через REST API на 1 (один) год",7110
4724,SSY1-WH15AT-TXT,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ с МОТП для интеграции через TXT, CSV, Excel на 1 (один) год",6710
4725,SSY1-WH15AK-1CERP2,"Продление подписки на обновления Mobile SMARTS: Склад 15, ВЕЩЕВОЙ, БАЗОВЫЙ для «1С:ERP» 2.4.10.89 и выше до 2.x.x.x на 1 (один) год",6310
4726,SSY1-WH15AK-1CBUH3,"Продление подписки на обновления Mobile SMARTS: Склад 15, ВЕЩЕВОЙ, БАЗОВЫЙ для «1С:БП» 3.0.75.109 и выше до 3.x.x.x на 1 (один) год",6310
4727,SSY1-WH15AK-1CKA2,"Продление подписки на обновления Mobile SMARTS: Склад 15, ВЕЩЕВОЙ, БАЗОВЫЙ для «1С:КА» 2.4.10.94 и выше до 2.x.x.x на 1 (один) год",6310
4728,SSY1-WH15AK-1CUNF3,"Продление подписки на обновления Mobile SMARTS: Склад 15, ВЕЩЕВОЙ, БАЗОВЫЙ для «1С:УНФ» 3.0.1.175 и выше до 3.x.x.x на 1 (один) год",6310
4729,SSY1-WH15AK-1CUT11,"Продление подписки на обновления Mobile SMARTS: Склад 15, ВЕЩЕВОЙ, БАЗОВЫЙ для «1С:УТ» 11.4.10.89 и выше до 11.x.x.x на 1 (один) год",6310
4730,SSY1-WH15AK-SHMTP7,"Продление подписки на обновления Mobile SMARTS: Склад 15, ВЕЩЕВОЙ, БАЗОВЫЙ для «Штрих-М:ТП» 7.0.28.1 и выше до 7.x.x.x на 1 (один) год",6310
4731,SSY1-WH15CK-1CERP2,"Продление подписки на обновления Mobile SMARTS: Склад 15, ВЕЩЕВОЙ, ОМНИ для «1С:ERP» 2.4.10.89 и выше до 2.x.x.x на 1 (один) год",13550
4732,SSY1-WH15CK-1CBUH3,"Продление подписки на обновления Mobile SMARTS: Склад 15, ВЕЩЕВОЙ, ОМНИ для «1С:БП» 3.0.75.109 и выше до 3.x.x.x на 1 (один) год",13550
4733,SSY1-WH15CK-1CKA2,"Продление подписки на обновления Mobile SMARTS: Склад 15, ВЕЩЕВОЙ, ОМНИ для «1С:КА» 2.4.10.94 и выше до 2.x.x.x на 1 (один) год",13550
4734,SSY1-WH15CK-1CUNF3,"Продление подписки на обновления Mobile SMARTS: Склад 15, ВЕЩЕВОЙ, ОМНИ для «1С:УНФ» 3.0.1.175 и выше до 3.x.x.x на 1 (один) год",13550
4735,SSY1-WH15CK-1CUT11,"Продление подписки на обновления Mobile SMARTS: Склад 15, ВЕЩЕВОЙ, ОМНИ для «1С:УТ» 11.4.10.89 и выше до 11.x.x.x на 1 (один) год",13550
4736,SSY1-WH15CK-SHMTP7,"Продление подписки на обновления Mobile SMARTS: Склад 15, ВЕЩЕВОЙ, ОМНИ для «Штрих-М:ТП» 7.0.28.1 и выше до 7.x.x.x на 1 (один) год",13550
4737,SSY1-WH15BK-1CERP2,"Продление подписки на обновления Mobile SMARTS: Склад 15, ВЕЩЕВОЙ, РАСШИРЕННЫЙ для «1С:ERP» 2.4.10.89 и выше до 2.x.x.x на 1 (один) год",9530
4738,SSY1-WH15BK-1CBUH3,"Продление подписки на обновления Mobile SMARTS: Склад 15, ВЕЩЕВОЙ, РАСШИРЕННЫЙ для «1С:БП» 3.0.75.109 и выше до 3.x.x.x на 1 (один) год",9530
4739,SSY1-WH15BK-1CKA2,"Продление подписки на обновления Mobile SMARTS: Склад 15, ВЕЩЕВОЙ, РАСШИРЕННЫЙ для «1С:КА» 2.4.10.94 и выше до 2.x.x.x на 1 (один) год",9530
4740,SSY1-WH15BK-1CUNF3,"Продление подписки на обновления Mobile SMARTS: Склад 15, ВЕЩЕВОЙ, РАСШИРЕННЫЙ для «1С:УНФ» 3.0.1.175 и выше до 3.x.x.x на 1 (один) год",9530
